-1,35
2,65
1,28
-3,129
-3,73
-3,127
1,168
1,40
1,90
-1,69
1,64
1,92
3,78
-3,57
-2,76
-1,85
-1,87
1,32
1,68
-3,75
1,82
3,80
1,38
3,64
-1,73
3,32
1,56
-1,63
3,46
-1,25
0,200
-3,75
